method,condition,seed,attack_level,timestep,reward,distance_to_goal,is_success,action_norm,intended_action_norm,safety_violation,recovery_triggered
random,clean,0,0.0,0,-1.0,0.1830862065519231,0.0,1.3102178573608398,1.3102178573608398,0.0,0.0
random,clean,0,0.0,1,-1.0,0.19775840666415578,0.0,1.0050148963928223,1.0050148963928223,0.0,0.0
random,clean,0,0.0,2,-1.0,0.1727938187520939,0.0,1.248472809791565,1.248472809791565,0.0,0.0
random,clean,0,0.0,3,-1.0,0.16019703630615367,0.0,0.7235444188117981,0.7235444188117981,0.0,0.0
random,clean,0,0.0,4,-1.0,0.11712357236336257,0.0,1.5391533374786377,1.5391533374786377,1.0,0.0
random,clean,0,0.0,5,-1.0,0.12707360362077535,0.0,0.9502314329147339,0.9502314329147339,0.0,0.0
random,clean,0,0.0,6,-1.0,0.09853827402523108,0.0,1.1741912364959717,1.1741912364959717,0.0,0.0
random,clean,0,0.0,7,-1.0,0.11074703364420434,0.0,1.2508695125579834,1.2508695125579834,0.0,0.0
random,clean,0,0.0,8,-1.0,0.13809438545102232,0.0,1.1357179880142212,1.1357179880142212,0.0,0.0
random,clean,0,0.0,9,-1.0,0.1248380081845525,0.0,1.1601191759109497,1.1601191759109497,0.0,0.0
random,clean,0,0.0,10,-1.0,0.10854507508498676,0.0,1.26594078540802,1.26594078540802,0.0,0.0
random,clean,0,0.0,11,-1.0,0.11368241283749958,0.0,0.8270502090454102,0.8270502090454102,0.0,0.0
random,clean,0,0.0,12,-1.0,0.10045985920356418,0.0,1.13192617893219,1.13192617893219,0.0,0.0
random,clean,0,0.0,13,-1.0,0.09792410050081261,0.0,0.9683969020843506,0.9683969020843506,0.0,0.0
random,clean,0,0.0,14,-1.0,0.08212170823690008,0.0,0.7333409786224365,0.7333409786224365,0.0,0.0
random,clean,0,0.0,15,-1.0,0.059071840402196714,0.0,1.2690609693527222,1.2690609693527222,0.0,0.0
random,clean,0,0.0,16,-1.0,0.05784681276599226,0.0,0.889401376247406,0.889401376247406,0.0,0.0
random,clean,0,0.0,17,-1.0,0.08518639119065637,0.0,1.3105117082595825,1.3105117082595825,0.0,0.0
random,clean,0,0.0,18,-1.0,0.0872370940301595,0.0,0.9402010440826416,0.9402010440826416,0.0,0.0
random,clean,0,0.0,19,-1.0,0.09723515436657484,0.0,1.024634838104248,1.024634838104248,0.0,0.0
random,clean,0,0.0,20,-1.0,0.09319233214730635,0.0,0.976849377155304,0.976849377155304,0.0,0.0
random,clean,0,0.0,21,-1.0,0.09254111360514393,0.0,1.044219732284546,1.044219732284546,0.0,0.0
random,clean,0,0.0,22,-1.0,0.09040344375450113,0.0,1.216245412826538,1.216245412826538,0.0,0.0
random,clean,0,0.0,23,-1.0,0.09442510910487172,0.0,1.1629849672317505,1.1629849672317505,0.0,0.0
random,clean,0,0.0,24,-1.0,0.09282064448930508,0.0,0.618026077747345,0.618026077747345,0.0,0.0
random,clean,0,0.0,25,-1.0,0.10995594998593158,0.0,1.153266191482544,1.153266191482544,0.0,0.0
random,clean,0,0.0,26,-1.0,0.12118510161799552,0.0,1.1517200469970703,1.1517200469970703,0.0,0.0
random,clean,0,0.0,27,-1.0,0.14955978763969474,0.0,1.33168625831604,1.33168625831604,0.0,0.0
random,clean,0,0.0,28,-1.0,0.17575624919869304,0.0,1.0619120597839355,1.0619120597839355,0.0,0.0
random,clean,0,0.0,29,-1.0,0.1985375604988122,0.0,1.0853244066238403,1.0853244066238403,0.0,0.0
random,clean,0,0.0,30,-1.0,0.19987641449248553,0.0,0.9690465331077576,0.9690465331077576,0.0,0.0
random,clean,0,0.0,31,-1.0,0.18064587907852847,0.0,1.0727745294570923,1.0727745294570923,0.0,0.0
random,clean,0,0.0,32,-1.0,0.16527532867933326,0.0,0.5055776834487915,0.5055776834487915,0.0,0.0
random,clean,0,0.0,33,-1.0,0.1702333941507622,0.0,1.419305682182312,1.419305682182312,0.0,0.0
random,clean,0,0.0,34,-1.0,0.17243122932869473,0.0,1.072463035583496,1.072463035583496,0.0,0.0
random,clean,0,0.0,35,-1.0,0.1544179378819648,0.0,1.4160789251327515,1.4160789251327515,0.0,0.0
random,clean,0,0.0,36,-1.0,0.1752635195283388,0.0,1.384258508682251,1.384258508682251,0.0,0.0
random,clean,0,0.0,37,-1.0,0.18152035660834975,0.0,0.8232098817825317,0.8232098817825317,0.0,0.0
random,clean,0,0.0,38,-1.0,0.15692955644565337,0.0,1.2405328750610352,1.2405328750610352,0.0,0.0
random,clean,0,0.0,39,-1.0,0.16054227735562895,0.0,1.1806750297546387,1.1806750297546387,0.0,0.0
random,clean,0,0.0,40,-1.0,0.1821039316354725,0.0,1.184155821800232,1.184155821800232,0.0,0.0
random,clean,0,0.0,41,-1.0,0.1960562618161922,0.0,1.1997112035751343,1.1997112035751343,0.0,0.0
random,clean,0,0.0,42,-1.0,0.2000578380012508,0.0,0.9843220114707947,0.9843220114707947,0.0,0.0
random,clean,0,0.0,43,-1.0,0.1910726376588346,0.0,0.6675772666931152,0.6675772666931152,0.0,0.0
random,clean,0,0.0,44,-1.0,0.19334591804476095,0.0,0.7453354001045227,0.7453354001045227,0.0,0.0
random,clean,0,0.0,45,-1.0,0.18941786910377334,0.0,0.3634379804134369,0.3634379804134369,0.0,0.0
random,clean,0,0.0,46,-1.0,0.1930100923089242,0.0,0.3238004148006439,0.3238004148006439,0.0,0.0
random,clean,0,0.0,47,-1.0,0.2171532958023051,0.0,1.2271811962127686,1.2271811962127686,0.0,0.0
random,clean,0,0.0,48,-1.0,0.20878224442553547,0.0,1.196137547492981,1.196137547492981,0.0,0.0
random,clean,0,0.0,49,-1.0,0.20027565783643267,0.0,0.6047441959381104,0.6047441959381104,0.0,0.0
random,sensor_noise,0,0.01,0,-1.0,0.1773559426487783,0.0,0.7682397365570068,0.7682397365570068,0.0,0.0
random,sensor_noise,0,0.01,1,-1.0,0.16363578547773674,0.0,1.4439045190811157,1.4439045190811157,0.0,0.0
random,sensor_noise,0,0.01,2,-1.0,0.13425602490377503,0.0,0.9490101337432861,0.9490101337432861,0.0,0.0
random,sensor_noise,0,0.01,3,-1.0,0.09895763684247716,0.0,1.4176230430603027,1.4176230430603027,0.0,0.0
random,sensor_noise,0,0.01,4,-1.0,0.08691819630137211,0.0,1.357784390449524,1.357784390449524,0.0,0.0
random,sensor_noise,0,0.01,5,-1.0,0.07756704923899511,0.0,1.1881109476089478,1.1881109476089478,0.0,0.0
random,sensor_noise,0,0.01,6,-1.0,0.06737903318422146,0.0,0.4678918421268463,0.4678918421268463,0.0,0.0
